Name,Comment,Time,Likes,Reply Count
@craycraykian508,"The Scandinavians may be happy now but in the long run some of these systems won't be working out to well, for example with all the freebies and socialist systems it drains the economy, hence the high taxes.although high taxes still aren't enough to support the nation in the long run because many people have no incentive to work if they rely on the government for everything, also allowing easy corruption.",2018-10-18T08:46:52Z,0,1
@SeSmokki,Says the republican. Go worship Fox News and its corrupt right wing propaganda or get educated.,2018-10-20T07:16:58Z,2,
@MegaMementoMori,"Ok, self evaluation is quite lame, people can be sad but think that in other places people are worse off, so they will check happy. Also, people can be very happy in corrupt societies, they just need to use corruption to their advantage ;) Generosity... seriously?! Stingy people can be as happy as generous ones, they just take happiness from different sources XD",2018-10-17T20:59:23Z,0,0
@MegaMementoMori,"I think that it is just the crosses on their flags. Checkmate, atheists!",2018-10-17T20:57:42Z,0,2
@SeSmokki,"Nordic Cross symbolizes Christianity, yes, but atheism is steadily rising in these countries and people don't bother practising Christianity anymore.",2018-10-20T07:22:06Z,1,
@blackcoffeebeans6100,@@SeSmokki Little you know. There are a lot of committed Christians in these countries.,2021-04-02T08:18:29Z,0,
@therabbi9848,"The social support (not government) these countries have is due to having a largely ethnically homogeneous population with a shared history and culture. This is why the immigration crisis has been wreaking havoc in neighborhoods in nations such as Sweden. Ethnic homogeneity is never going to be possible for the United States, nor really any country in the Americas aside from maybe Canada, since all are extremely ethnically diverse. Things have changed in the US in the last 100 years. People simply don't have the same trust in their neighbors that they used to. You can see this also as a result in a growing populations. Small communities tend to be very close-knit while larger towns and cities tend to almost completely lack this factor. The trust in the government of these countries is centralized around the idea of a small community of people that have shared experience and can therefore trust each other better. This simply can't be done in the US.",2018-10-10T16:59:13Z,0,0
@badcaptain4812,Pakistan on top in all Asia...💚✊,2018-10-10T04:31:51Z,0,0
@dutchrobinson3922,Lmao Sweden,2018-10-09T23:24:45Z,0,0
@Kameeho,Long live swedistan,2018-10-08T14:47:24Z,2,0
@AliAli-dt8zt,hey i think u ignored canada,2018-10-08T08:55:21Z,0,1
@fortnitegameplays9486,0:46 it’s 7th,2019-07-06T21:44:01Z,0,
@hudheifaomar4650,"According to me, a happy country is where 75% of the population is happy!",2018-10-05T21:25:04Z,0,0
@Lvlaple4Ever,Which city is that starting a 0:06?,2018-10-05T05:45:14Z,3,2
@cooldude2106,Some chinese city,2019-03-03T14:40:43Z,0,
@sn0wy619,Ur mom,2020-02-07T19:10:04Z,2,
@raphaelrufusmartin9612,Socialism at it’s Best 😊,2018-10-02T20:26:36Z,0,1
@Bynasf,Lol apparently it works very good,2019-01-24T07:13:00Z,0,
@avaricefalls,An obvious case for Bernie 2020.,2018-10-02T20:06:08Z,0,0
@kishore369,"If money can't buy happiness , then why are the richest countries the happiest ?",2018-10-02T14:22:33Z,0,2
@Bynasf,In the end money does buy happiness. Just not in a direct way,2019-01-24T07:13:40Z,0,
@cinderellaandstepsisters,"A funny fact is they are not the richest countries. They are welfare countries and prosperous, but not the richest",2021-04-02T07:06:12Z,0,
@jinjiyoshi5548,Alex's mesmerizing eyes and nice dobonhonkeros make me happy uwu.,2018-10-02T03:38:50Z,0,1
@SeSmokki,Perv,2018-10-20T07:23:14Z,0,
@CuracaoVlogs,The title should be least corrupted and not happy! People in these countries commit suicide at a higher rate than even Africans so they are not happy!,2018-10-02T00:49:55Z,1,1
@blackcoffeebeans6100,"Not even The 23rd place anymore. 
Watch The video""Suicide rates in The world/Country suicide comparison rate."" 
Published 6 months ago. 62 highest suicide countries and Finland is not even mentioned. The other nordic countries are far behind from the top. 
62 highest suicide countries are: The 1st Lithuania, The 2nd Russia and The 3rd South Korea.",2021-04-02T08:05:16Z,0,
@redchan2571,Can someone explain to me what the Dystopia bar means? Couldnt really understand what the report was saying,2018-10-01T15:02:21Z,0,0
@Ryanlexz,Now this world has become left wing propaganda,2018-10-01T07:56:07Z,1,2
@Bynasf,This is true tho,2019-01-24T07:14:44Z,0,
@blackcoffeebeans6100,Not true.,2021-04-02T08:00:27Z,0,
@Dreamer-ys2bx,But those countries have very high cost of living and tax,2018-10-01T02:09:47Z,0,1
@blackcoffeebeans6100,Also they have high wages!,2022-01-04T11:46:47Z,0,
@sxrkar_usa,"Being happy may be quite compulsory to economy and positive effect on a country, but just think about it. If the world broke out into another world war, Who is there to save those ""happy"" countries? Norway and Denmark easily got annexed by Germany. If they had a bigger military and more money, they would've survived. America, although not happy, is amazingly powerful, patriotic and extremely grateful of it's ranking in economy, military and access to a lot of resources most countries can't access. It survived both world wars with no enemy soldier setting foot on US soil. Can these happy countries really save themselves from the dangers of nukes and fallout? Can these happy countries protect themselves from invading troops and heavy military technology pounding them on all sides?",2018-09-30T20:36:16Z,0,3
@Plausiblelove,hey where can i find the national flag symbol like your dp ?,2018-10-01T17:31:51Z,0,
@sxrkar_usa,google images. USA countryball,2018-10-02T18:06:05Z,0,
@kvandermeersch5753,Because they have NATO.,2018-10-07T16:27:17Z,0,
@iameuropean5301,"Yeah yeah nordic countries, free stuff, social policies, socialism rocks right?
No
1) it’s the nordic model, not socialism 
2) the prime minister of Denmark said the country is a market economy
3) tell all of that socialism and happiness stuff to the finnish and norwegian healthcare and education systems and their 30bln$ debt each year 
4) in the US, it’s not the government who should provide healthcare and services, as its only constitutional task is to keep us safe, instead, those ervices have to be provided by the individual states (this is the constitution)
5)this video even says it! The taxation is too high, like 70% of your income high
6) those countries are basically in the mouth of Russia, when they finish Ukraine, Fennoscandia is next

And still, the most you can think of is “oh no meanie policies anti-immigration far right neo n*zi anti human anti universe white supremacists”???
The terror-disguise(burqa) ban is a blessing and so is the swedish democrats’ (not far right, just conservatives may I remind you) rise, let’s bring Sweden n°5 on the happiness list!",2018-09-30T08:36:23Z,1,1
@Cta2006,Let me guess. You're American ?,2018-09-30T16:12:02Z,1,
@iameuropean5301,"Wow al-swedistan is not n°5 anymore?
*it must be white men’s fault!!!!!!!*
*these stats must’ve been done by white men*",2018-09-30T08:31:10Z,1,0
@metinakdeniz2174,"My idea if you want to be happy you should be thankfully.We need thinking. Is our problem realy bad. Education,thankfull and good thought are necessary for happiness.",2018-09-29T18:53:36Z,1,0
@jonizulo,"Sure, Swiss people are happy. As long as they see no germans.",2018-09-29T16:42:07Z,0,0
@huzaifagill001,*i hate my Country!*,2018-09-28T07:17:04Z,1,0
@nripendranathagnihotri6842,"This senses is rigged !!!! I thought BHUTAN was the happiest country in the world ,this channel most times shows rigged information about countries,like rigged censes,GDP,maps of countries,reality of the situation ,etc. This is totally a propaganda!!!!!!!!!",2018-09-27T18:13:23Z,0,1
@Bynasf,"You man need to get out of your bubble. It’s time to realize that you’re not the center of the world. I can bet my life savings you haven’t made any research about this. It’s about time someone tells you this, *your thoughts doesn’t equal facts*",2019-01-24T07:16:36Z,0,
@rshozk8679,Why does Finland have one of the highest suicide rates?,2018-09-27T10:11:14Z,1,2
@Cta2006,"Suicide rate by country ( both sexes ) ( ranking in parentesis ): Finland (32), USA (34), Iceland (40), Sweden (51), Norway (74), Denmark (89). The only Nordic country worse than the USA is Finland and the difference between the two coiuntries is not big. The rest of they countries far much much better than the USA.",2018-09-30T17:03:21Z,3,
@blackcoffeebeans6100,"Watch The video ""Suicide rates in The world/Country suicide comparison rate.""
Published 6 months ago. 62 highest suicide countries and Finland is not even mentioned. 
The highest suicide countries are:
The 1st Lithuania
The 2nd Russia
The 3rd South Korea 
We are not living in The 90's anymore",2021-04-02T07:52:42Z,0,
@davecarl7142,"Lol small population under 50 million, majority white and dependent on other countries for exports......",2018-09-27T07:55:16Z,1,1
@davecarl7142,"@@Cta2006 only around 38% Sweden Iceland Norway, and,Denmark are at 90%....",2018-09-30T16:39:17Z,0,
@Christabbaword,"Since is going to be one big family in heaven and we share a temporary journey on this earth and all families of the earth believers contribute to that, this what will work best:



‪10% of personal tax goes to churches. 20% for businesses per each transaction goes to State. 90% of the 10% goes to families. Families to show 50h work on their tax weekly.  capital gains removed. That will increase jobs 100%. Churches provide free education for children K-12. STATE- INFRASTRUCTURE. ‬",2018-09-26T21:16:00Z,0,0
@johnvincent1595,Scandinavians for d win. 👌👌,2018-09-26T03:13:56Z,0,0
@ItsMe-ox8lm,OMG! The comments 😒...,2018-09-25T21:40:33Z,4,1
@luismedina5792,The unhappiest places is on here,2019-02-19T06:01:30Z,0,
@robertlura3914,"I'm from Norway. The country works great for the most part. There's a lot of variables that affect the performance of our country but one of the key aspects to our high standard of living is our ability to distribute wealth very well across social classes. There's very few extremely rich people living in Norway, but there's also very few poor or homeless people. This is due to our decisions to make sure that everyone will benefit from our country's wealth and not just a few people at the top. This could be done on a global scale, but hasn't been done because some people will never be satisfied. 1% of the world's population controls  around 90% of the world's resources. We have enough for everyone's needs but not enough for everyone's greed.",2018-09-25T18:13:12Z,410,33
@robertlura3914,"@Pan-European National Conservative  Norway is not led by any Christian party. Norway is a secular state with democratic government. What ""things"" exactly is it that I'm proposing that you're saying will not work?",2018-10-02T13:41:29Z,11,
@robertlura3914,"@Pan-European National Conservative  Regardless of religion or Government Model, can you provide some more insight into why I'm wrong about what I said in my initial post?",2018-10-02T16:56:21Z,6,
@robertlura3914,@Pan-European National Conservative  where are you getting your facts from? Norway is secular. We have no state church.,2018-10-02T17:01:00Z,7,
@robertlura3914,"@Pan-European National Conservative  I see what you're saying but I don't agree. You're correct that it's harder to become ""extremely"" wealthy in Norway but it's not because of our economic environment, it's because of how our tax systems are designed. We have very high taxes and the reason for this is because we have created a system that focuses on distributing wealth and minimizing gaps between social classes. Some of the benefits of this is universal health care and education. Did you know that you can get an education up to PhD level in Norway for free? 

We also have some of the best maturity leave in the world for both men and women, the list goes on. I could literally write a book about this. 

The point I'm trying to make here is that Norway and the Scandinavian countries enjoy a very high standard of living compared to most other countries around the world and it is my belief that other countries could copy what we do if they learned from what we have done.",2018-10-02T17:16:43Z,12,
@robertlura3914,@Pan-European National Conservative I guess we will have to agree to disagree. Thank you for your input. I enjoy hearing other people's perspectives.,2018-10-02T17:31:18Z,5,
@vegardarntzen8031,"Stem Frp, min venn!",2018-10-17T17:40:00Z,0,
@maxnrup2312,Robert Lura lol looks like you’re having a conversation with your self but the person tou were arguring with just deleted his messages,2019-05-17T12:39:52Z,15,
@sveingeraldhansen7275,"@@vegardarntzen8031 Stem på forbryter partiet  FrP,  Hvor mange har blitt kastet ut av regjeringen nå.",2019-06-12T13:53:20Z,2,
@tooperupsutin69,May I remind you that most people in Norway are in that richest 1% of the world. Greetings from Finland,2019-09-22T20:08:59Z,3,
@sveingeraldhansen7275,"@@tooperupsutin69 
I have heard that, but since our prices 
are very high, I am not so sure. 
I believe it is more that we are rich together.
And money is only money. 
You have a better school.
Congratulation, perhaps you could have,
rescued me from a not happy school life



I feel we were much more happy 
before we found Oil. 
I have lived well on $1 dollar a day in Paris and felt ,really alive. So I've never been very concerned about money.
All we own we have to carry on our shoulders.
To me  money lulls us down and our abilities and vitality are removed.
Greetings from Norway.",2019-09-22T22:41:03Z,1,
@aben8763,"it's not just about that, you are wealthy countries, with good climate, those two are the basic of security. you feel secure that's it, on the other hand, all poor countries are miserable, all wealthy countries with harsh environment are corrupt.",2019-09-29T21:19:29Z,1,
@aben8763,"now you are making yourself the most morally correct people on earth, some of the rest, don't necessarly buy this, because we don't have the same tools, not now, nor in the future, so, we subscribe to other vision of the future, as rational being, like in game theory you should move on with what you are and choose the best option, whatever competitors. and that chick saying we are living the american dream, I congratulate her for that.",2019-09-29T21:22:55Z,0,
@sveingeraldhansen7275,"@@aben8763  
You say you don`t have the same tools,
but even poor countries have this. 
You don`t want to pay tax, but as soon
as you work in an European country,
and see how tax works, you get very ""positive"" to tax.


And something like Universal Health Care is cheaper than US Health Care. See video.
Don`t you  think it is a shame that the 
worlds richest nation, are almost without benefits for its workers.


All other countries have at least 4 weeks Paid Vacation, Maternity leave, Free Health Care etc . etc
And many Americans are against this.
They believe we ( The rest of the world)
don`t deserve this. Even if it is the Norm in the world.We deserve this and so do the Americans.


They are proud of their companies which 
pay as little as possible, to the state and 
workers. 
Amazon the richest company in the world,
did not pay tax last year.
And will change most of the workers 
with Robots.


3 Videos:
 The real reason American health care is so expensive


Michael Moore Where to Invade Next - Germany


أين الغزو القادم",2019-09-30T12:29:42Z,2,
@sveingeraldhansen7275,"@@aben8763 
""All wealthy countries with harsh environment are corrupt.""


Sorry we are not corrupt, we have a very transparent society. We can see what everyone in Norway earns, pay in tax, have in banks etc

We had a ""Pakistani"" politician who was taken half a year ago. He had fake travel bills of $ 30 000 for a year. 
He was in all the news, TV etc for many months. And had to answer why, etc
And he was  removed. 
And I am not more morally correct person than any Nordic citizen. We all have a high moral.


Video:
Norwegian culture vs American culture",2019-09-30T15:13:33Z,2,
@aben8763,"@@sveingeraldhansen7275 Thank you for considering me an American, while I am not, that is comprehensible, because I talked about the US. If I would choose where I am going to live weather in the US or in Norway, I will choose the US. When I said you think you are the most moral countries, that is because I don't like the type of outspoken people all doing is saying life is just rainbows,  by the way, I pay a quarter or more of my salary as a tax in France, and I don't believe you saying that Americans don't want to pay taxes, if you are talking about the average Joe, would you refer me to a study ? """"And I am not more morally correct person than any Nordic citizen. We all have a high moral."""" you guys really really need to sit down and think twice for outspoken how moral you are, because this is hard to hear and bear. the speech of Greta is the exact image that will stick with you for the next dozens of years.",2019-09-30T15:36:23Z,1,
@aben8763,"by the way, I am not a devilish person, I want happiness to everyone, I just don't share your exact views,",2019-09-30T15:40:37Z,0,
@sveingeraldhansen7275,"@@aben8763
I don't think you should take it as a compliment.
To me the US people seem to be a little under educated.
And being deceived throughout life by governing forces, and the right side. 


US is a  Country with almost none
benefits, 
They don`t have Free Health Care, 
62% don`t go to Doctors because they are afraid of high bills or even Bankruptcy. 
And 32% don`t even have Insurance.
If you change job you loose your 
Health Care.
And America is one of only 3 countries 
Without MATERNITY LEAVE IN THE WORLD.
And no Vacation by law. 
No Free Schools,
but you can work, if you can get a job, 
they have much longer time on work than we do. And you can live on the street.


But If you are not a worker you might do fine.


When you look at the election system,
so created The founding fathers a buffer between the population and the selection of a President. The founding fathers could not trust ordinary people  to choose a President. And they have Gerrymandering.


It would take a constitutional amendment ratified by 3/4 of states to change the system. It is hard to imagine the smaller states agreeing. One way of modifying the system is to eliminate the winner take all part of it. The method that the states vote for the electoral college is not mandated by the constitution but is decided by the states. Two states do not use the winner take all system, Maine and Nebraska. 
It would be difficult but not impossible to get other states to change their systems. Unfortunately, the party that has the advantage in the state is unlikely to agree to a unilateral change. 


There are ongoing attempts to change the system, but few expect them to be successful any time soon.",2019-09-30T23:16:22Z,2,
@sveingeraldhansen7275,"@@aben8763 
What is it you don`t share with me?",2019-09-30T23:18:26Z,0,
@sveingeraldhansen7275,"@@aben8763 
I have lived on $1 a day in Paris, and Barcelona. My life has not been without my  thorns.And I am not wealthy, on the contrary. That is why I want the Americans 
to wake up.",2019-09-30T23:27:07Z,1,
@sveingeraldhansen7275,"@@JM-oi9pk  
I hope it will, we see small improvements that people gets more kind.
We have fewer poor people than before. 
So the world goes the right way, but very slowly.
First, people need food and water, 
so ordinary things,
when things are covered then they will demand more freedom etc.
So it comes when we are developed enough.",2019-12-22T17:51:08Z,1,
@sveingeraldhansen7275,"@@JM-oi9pk  
I don`t know, but I worked with Blind 
people , and they get money from the 
government. 
But work free for the company. 
And I see lots of people working
after they reach retirement. 
So there is something some people need.


But If you look around you , 
what do you see, automatication. 
How long do you see we will work.
Look 100- 500 years forwards, 
do any one work ?


We try already ""Borgerlønn"" in Europe, 
it is the same as retire salary.


But I am not a fortune teller .


You Can Read ""Martinus kosmologi""
he will know. Good Luck.",2019-12-22T21:51:25Z,1,
@sveingeraldhansen7275,"@@JM-oi9pk 
I have not read this but heard about it.
""Martinnius Kosmologi.""



Video:


Symbol no. 75. The Destruction of a Human Being's Talent Kernels - Ole Therkelsen",2019-12-22T23:13:48Z,0,
@sveingeraldhansen7275,"@@JM-oi9pk 
I have not read this, but this is interesting, 
I am not really Christian but...


Video:
Ole Therkelsen speech on ""The Role of Spirituality in Modern Society""",2019-12-22T23:40:57Z,0,
@sn0wy619,Im from Finland,2020-02-07T19:06:21Z,1,
@okandme,I'm norwegian too🇳🇴,2020-02-19T07:19:28Z,2,
@americanexpat8792,"Very well written.  I visited most of the Nordic countries last year and now live in Ireland.  There was a book written that I read called ""Viking Economics'.  It did a good job explaining to an American audience why the Nordic countries have been so successful.  I don't intend on returning to the US.  We lost our way 20+ years ago and it will take 30-50 years to recover - if that is even possible.",2020-06-28T20:55:55Z,0,
@sreelakshmikurapati9766,Excellent,2020-09-08T15:40:42Z,0,
@Cod4Wii,Agreed,2020-09-26T19:32:02Z,0,
@imlapislazuli,@@JM-oi9pk people controlled by their own fear.,2020-12-10T13:18:47Z,0,
@cinderellaandstepsisters,"@@KP-ik2wf Finland was ranked also The best country 2019 by world economic Forum conference in Switzerland Davos. Why? You can google it. The list is long. 
Also now ranked The 4th Time The happiest country 2021 by world happines index report.",2021-04-02T05:21:55Z,0,
@mandalorian1994,"I honestly wish I made enough money to move to Norway. I've been so fascinated by your country and even more so when I learned how happy you and your people are. And to be honest, I would GLADLY pay more taxes if it meant I had a more comfortable way of living, and could be happy with the outcomes. I do sincerely hope to visit Norway someday as I've always wanted to go and see and experience all Norway has to offer",2021-06-21T14:57:02Z,0,
@andrijaasd,Norveska je jezuitska drzava i u njoj se lose zivi.,2021-10-18T07:42:46Z,0,
@aoeu256,Norway has the oil,2023-02-14T18:14:54Z,0,
@VPROY-yr9vv,"Arab Countries are the wealthiest Nation's in World ,even Single among them didnt appeared on List",2018-09-25T17:59:36Z,2,1
@blackcoffeebeans6100,"No, cuz the cap between the poor ppl and rich ppl is too high.",2022-01-04T11:56:21Z,0,
@papastalin1543,This is fake Bhutan is the happiest country in the world,2018-09-25T15:52:57Z,2,2
@Bynasf,Still no facts..,2019-01-24T07:17:38Z,0,
@cinderellaandstepsisters,It is the happiest country in Asia.,2021-10-12T05:52:37Z,0,
@deeb3272,Because .. Thor,2018-09-25T14:01:47Z,0,0
@xXxSkyViperxXx,i guess happy countries live in snowy altitude countries in either north or south hemisphere,2018-09-25T11:19:19Z,0,0
@ultravidz,The argument on the right would be that such systems only work because Nordic countries are more racially and culturally homogenous. What they mean to say is “I don’t want my taxes benefitting those who don’t look like me—that’s theft”.,2018-09-25T05:20:41Z,2,0
@myhughjorgan,New Zealand has been on the top 10 for several years but also has one of the highest youth suicide rates in the world. How do these 2 metrics coincide?,2018-09-24T23:57:29Z,4,0
@basedpro-ua3470,"*Immigration* is the reason of all problems in Europe, if it wasn't for immigration, Sweden, France, UK, Germany would all be safe, rich and happy nations, with almost no crime. But thanks to *immigration* now Europe is divided, the EU is gonna collapsed, there are no-go zones everywhere, the UK voted to leave the EU, there have been many terrorist attacks killing more than 500 Europeans, etc. Can you imagine if Europe didn't have immigration? It would be like heaven...",2018-09-24T22:21:30Z,9,1
@luismedina5792,What fantasy are you living in and the comments above me Russia isnt a part of Europe,2019-02-19T06:00:07Z,0,
@wdpm6424,Free services? Cause I bet the doctors professors and others work for “free” stop calling them “free”,2018-09-24T20:45:21Z,0,0
@logical9335,"Elettiinpä ennenkin, kun ojan varres oltiin torille saatana",2018-09-24T20:40:50Z,0,0
@InderjitSingh12,theeeek,2018-09-24T20:33:21Z,0,0
@alessioleporati1478,They steal money from hard working people about 70% of your salary and distribute it to stupid and lazy people for free who sit on their butts all day doing nothing but have kids and get paid for it.,2018-09-24T20:28:37Z,1,0
@alessioleporati1478,They just give free money to people for doing nothing.,2018-09-24T20:26:32Z,0,1
@Bynasf,Lol how exactly?,2019-01-24T07:18:22Z,0,
@Juvelqairth,I was questioning that measuring happiness was hedonic (happiness for pleasure) and it was lacking eudaimonic (meaningful happiness) being.,2018-09-24T19:59:45Z,2,0
@ARKOVZ,"Less Islam, more happiness and freedom.",2018-09-24T19:33:00Z,9,0
@markkuiper7380,5:22 whats wrong with that,2018-09-24T19:11:20Z,2,0
@johnsanvictores6639,I'm kinda surprised Canada is number 7.. I'm drowning in student debt lol,2018-09-24T18:57:49Z,2,1
@dcrot9109,only those with many $$$$$  can actually afford  an education.,2021-06-09T19:57:30Z,0,
@abeesalsharani4796,Saudi national day🇸🇦💚.,2018-09-24T18:39:04Z,3,0
@ashannx,In my country. Not in next 50 years,2018-09-24T18:35:09Z,1,0
@Alex__Al,How to be happy when someone like Trump rules the world 😭,2018-09-24T18:31:30Z,1,1
@basedpro-ua3470,You are very stupid,2018-09-24T22:30:08Z,0,
@Beyonder1987,Are u watching America. Socialism with its free Health care and education makes u happiest people on earth.,2018-09-24T18:27:11Z,0,1
@blackcoffeebeans6100,All of The Nordic countries are capitalist countries. Free healthcare and education ( not compeletly free) do not Make them socialist countries.,2021-04-02T08:20:17Z,0,
@JonahSMoonRiver,yes keep the weirdos the hell out of europe. they’ll take it over,2018-09-24T17:50:07Z,0,0
@leogonazalez9988,So in order to be happy we to accept more immigrants like Sweden by the way why is Sweden not in the list?,2018-09-24T17:44:56Z,0,1
@basedpro-ua3470,Because of immigration,2018-09-24T22:29:44Z,1,
@rasmusverhoeven2459,"Two words, Kimi Raikkonen",2018-09-24T17:19:30Z,2,0
@sturlajonsson9515,Iceland. Yeah. suck it america,2018-09-24T16:39:49Z,0,0
@exeter1871,"These countries also have some of the highest suicide rates. Remember, you will always rank among the happiest when all your sad people keep killing themselves ;)",2018-09-24T16:37:54Z,1,2
,"Pan-European National Conservative  so why are there so many comments saying ""highest suicide rates"" if they are only on the 32nd place?",2018-09-28T18:07:10Z,0,
@Cta2006,"Suicide rate by country ( both sexes ) ( ranking in parentesis ): Finland (32), USA (34), Iceland (40), Sweden (51), Norway (74), Denmark (89). The only Nordic country worse than the USA is Finland and the difference between the two coiuntries is not big. The rest of they countries far much much better than the USA.",2018-09-30T17:06:19Z,2,
@puneet7768,Islam is inversely proportional to happiness!,2018-09-24T16:31:59Z,1,0
@sonofnothing2714,The happiest people have the highest suicide rates. Weird ?,2018-09-24T16:01:57Z,0,2
@Bynasf,That makes sense for me,2019-01-24T07:20:06Z,0,
@blackcoffeebeans6100,"They have not. Watch The video ""Suicide rates in The world/Country suicide comparison rate.""  Published 6 months ago.
62 highest suicide countries and Finland is not even mentioned. The other nordic countries are far behind from the top. 
The highest suicide countries are: The 1st Lithuania, The 2nd Russia and The 3rd South Korea",2021-04-02T07:45:21Z,1,
@melacholicpeach6645,Sweden 🇸🇪❤️♥️❤️♥️,2018-09-24T15:54:43Z,0,0
@syahirrashid34,Definity Westerner will rate themselve higher. Only English speaking countries can enter the poll.,2018-09-24T15:50:35Z,0,2
@syahirrashid34,"@Pan-European National Conservative You must be living in your own bubble. The standard of happiness is totally different between a Westerner and Asian. However, most of Asian cultures don't define wealth and money as the key factors for happiness. Nonetheless, you should travel more as most of Asian countries have been well developed without loosing their cultures and traditional ways of life.",2018-09-26T10:12:59Z,0,
@syahirrashid34,"@Pan-European National Conservative Hahaha There are nothing good about Western legal systems and so call codes of ethics which brought so much miseries and suffering to the world from it's slavery, collonization, capitalism and world wars. Asian and Africans living in peaceful and harnony within their means way of living before Westerners set foot on their land. What Westerner left were just biggest scars and dark histories in civilization. Besides, not all technologies coming from Westerners, who prefer to claim that everything comes from them which is absurd and untrue.",2018-09-26T14:23:02Z,0,
@josiptumapa,"I was in Finland last year and I understand why they are happy. I LOVE IT THERE! 
— seriously had an adjustment phase when I got back to the Philippines.😂 not complaining, but... obviously.",2018-09-24T15:27:35Z,81,3
@euan2970,Josip Tumapa by any chance  if you just were there for about a week and you loved it. It’s called the honeymoon phase,2019-07-23T10:17:11Z,2,
@andrijaasd,A sta tamo ima lepo?,2021-10-18T07:43:37Z,0,
@DK-tv6rk,@riverbend As a Filipino I can assure you it’s not outside the popular tourist spots,2022-10-14T06:57:19Z,0,
@josiptumapa,"Wonnnndeerrrr whyyyyyy Sweden isn’t part of it..... Happiest countries, where it also used to have close to zero crime sometime before..... hmmmmmmmmmmmmmmmm",2018-09-24T15:23:18Z,0,0
@josiptumapa,"Wonnnndeerrrr whyyyyyy Sweden isn’t part of it..... Happiest countries, where it also used to have close to zero crime sometime before..... hmmmmmmmmmmmmmmmm",2018-09-24T15:23:16Z,0,0
@Hades-gt8ce,In Finland everyone is happy because the depressed ones killed themselves,2018-09-24T15:19:46Z,1,0
@Ara198826,Happiest countries with highest suicide  rate and highest anti depressants consumption ....this index is a joke,2018-09-24T14:52:45Z,0,2
@Cta2006,"Suicide rate by country ( both sexes ) ( ranking in parentesis ): Finland (32), USA (34), Iceland (40), Sweden (51), Norway (74), Denmark (89). The only Nordic country worse than the USA is Finland and the difference between the two coiuntries is not big. The rest of they countries far much much better than the USA.",2018-09-30T17:14:33Z,1,
@blackcoffeebeans6100,"Not even that is true anymore. 
Watch The  video ""Suicide rates in The world/Country suicide comparison rate.""
Published 6 months ago. The highest suicide countries are: 
The 1st Lithuania, the 2nd Russia and The 3 rd South Korea. 
Finland is not even mentioned and other nordic countries are far behind from the top.",2021-04-02T07:57:00Z,0,
@omkarchauhan7675,Happyness is an illusion.,2018-09-24T14:24:00Z,0,0
@99gentsia,"I am just wondering if the Trumpian system of politics (xenophobia ridden) has any role in the propagation of right wing movements in various other countries, just like here in the Nordic countries which never had any political revolution in it's modern history (post ww2). What do you guys think?",2018-09-24T11:01:38Z,0,0
@jeminkim5146,White privilege,2018-09-24T08:01:49Z,0,1
@basedpro-ua3470,"Bla bla bla White privilege Bla bla bla
Go watch BuzzFeed, you trained parrot",2018-09-24T22:34:31Z,1,
@TheSamsalamanda,Well i guess the happiness factor keep high in Island because they didnt bailout there banks...,2018-09-24T07:51:59Z,0,0
@100500daniel,Israel is ranked 11th while being in the Middle East and involved in military conflicts :D,2018-09-24T07:48:21Z,2,0
@rhijulbec1,"I'm willing to bet 99% of dissenting opinions in the comments, were written by Americans.
If you need to criticize countries that are happier than you to feel better, here's a suggestion or two. 
Work towards changing that fact. Choose better gov'ts. Demand better conditions. Use your voices and tell your people, you want better. Unite and stop playing the partisan game. Politicians have done their jobs well. They've divided the population so the people fight amongst themselves and don't see how they, the politicians, are selling your entire country wholesale to big business. Nations that fight amongst themselves can't prosper. 
Jenn 💖 in Canada 🍁

×Let the shit flinging begin~but be warned, it doesn't stick. If it makes you feel better, have at it.×",2018-09-24T06:40:50Z,1,1
@cs0345,Those indexes are biased dipshit. Different cultures value different things and we are more individualistic than these nordic countries.,2019-05-03T18:51:29Z,0,
@masterbulgokov,Balance the volume between reporter and SUPER LOUD MAN.,2018-09-24T05:35:07Z,0,0
@SG003,I'm still happy that I didn't born in civil war torn middle east or west africa. If you are from a war torn region you still can be happy by thinking you didn't born north korea,2018-09-24T05:27:19Z,11,5
@basedpro-ua3470,Being born in India means that you have bad luck,2018-09-24T22:37:58Z,5,
@मुदित-ब8त,@@basedpro-ua3470 Nah,2018-09-26T15:26:36Z,2,
@dramanpandey5351,"India is in chaos, no place for logic and equality",2018-10-01T10:25:32Z,0,
@mohamedalielleddi1024,"Well, still India is much worse than middle east, u guys ain't got no petrol or anythin' else to lean ur economic policy upon ^^ ig u know what i'm sayin' budd :)",2019-06-01T07:46:44Z,0,
@somerandomguy7458,@@mohamedalielleddi1024 you havent been to india it seems,2020-07-31T03:34:26Z,1,
@lafregaste,"Ultimately the citizens are the ones responsible for the countries happiness level. If you don't pay your taxes, don't follow the laws, throw garbage everywhere, run the red light... There's no way you can demand an honest president or responsible authority. If we want to improve our countries we need to improve ourselves be first",2018-09-24T05:02:51Z,8,1
@pariskate1997,Underrated comment but so true!! Every change starts from within,2021-10-13T17:37:25Z,1,
@demarcusblack1328,"Life desicions like free speech and right to self defence? Oh wait, nope. Only in America.",2018-09-24T04:33:49Z,0,1
@Lucas-oy1ge,Free speech is in no way exclusive to the U.S,2018-09-24T15:53:25Z,2,
